Geo_FIPS,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_PUMA5,Geo_PUMA1,Geo_GEOID,Geo_BTTR,Geo_BTBG,Geo_AREALAND,Geo_AREAWATR,SE_A00001_001,SE_A00002_001,SE_A00002_002,SE_A00002_003,SE_A14001_001,SE_A14001_002,SE_A14001_003,SE_A14001_004,SE_A14001_005,SE_A14001_006,SE_A14001_007,SE_A14001_008,SE_A14001_009,SE_A14001_010,SE_A14001_011,SE_A14001_012,SE_A14001_013,SE_A14001_014,SE_A14001_015,SE_A14001_016,SE_A14001_017,SE_A14006_001,SE_A14007_001,SE_A14007_002,SE_A14007_003,SE_A14007_004,SE_A14007_005,SE_A14007_006,SE_A14007_007,SE_A14007_008,SE_A14007_009,SE_A14007_010,SE_A14008_001,SE_A14010_001,SE_A14011_001,SE_A14012_001,SE_A14013_001,SE_A14014_001,SE_A14014_002,SE_A14014_003,SE_A14014_004,SE_A14014_005,SE_A14014_006,SE_A14014_007,SE_A15001_001,SE_A15001_002,SE_A15001_003,SE_A15001_004,SE_A15001_005,SE_A15001_006,SE_A15001_007,SE_A15001_008,SE_A15001_009,SE_A15001_010,SE_A15001_011,SE_A15001_012,SE_A15001_013,SE_A15001_014,SE_A15001_015,SE_A15001_016,SE_A15001_017,SE_A15001_018,SE_A14015_001,SE_A14015_002,SE_A14015_003,SE_A10011_001,SE_A10011_002,SE_A10011_003,SE_A10019_001,SE_A10019_002,SE_A10019_003,SE_A10016_001,SE_A10016_002,SE_A10016_003,SE_A10012_001,SE_A10012_002,SE_A10012_003,SE_A10017_001,SE_A10017_002,SE_A10017_003,SE_A10018_001,SE_A10018_002,SE_A10018_003,SE_A10014_001,SE_A10014_002,SE_A10014_003,SE_A10015_001,SE_A10015_002,SE_A10015_003,SE_A10013_001,SE_A10013_002,SE_A10013_003,SE_A14024_001,SE_A14024A_001,SE_A14024B_001,SE_A14024C_001,SE_A14024D_001,SE_A14024E_001,SE_A14024F_001,SE_A14024G_001,SE_A14024H_001,SE_A14024I_001
"36005005902","Census Tract 59.02","Census Tract 59.02, Bronx County, New York","ny","140","00","ACSSF","0003516",,,,,"36","005",,,,"005902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005005902",,,"69637","0",2532,2532,94171.91,0.0268869971598324,1017,188,61,73,60,136,49,2,109,0,44,41,84,74,44,17,35,29800,29800,,40219,,,,28938,,28003,121875,53357.32546706,29507,50828.8303130148,26029,54508.5365853659,21842,29524,41959,19583,14857,43506,9144,26827,21667,20650,41281,26042,88000,32118,25994,21525,42281,,87212,22050,10450,,34167,25573,145972,29800,65375,28693,1017,658,359,1017,634,383,1017,81,936,1017,97,920,1017,258,759,1017,52,965,1017,110,907,1017,168,849,1017,104,913,22549,27235,28890,,45133,,14792,43233,14173,73408
"36005006000","Census Tract 60","Census Tract 60, Bronx County, New York","ny","140","00","ACSSF","0003517",,,,,"36","005",,,,"006000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005006000",,,"315748","0",1451,1451,11902.13,0.121910989548986,385,51,54,32,16,9,38,41,15,21,27,19,17,18,4,5,18,33828,33828,60417,31136,,248438,,30909,,33636,,48592.4675324675,33438,47078.1758957655,32917,25194.8717948718,18987,20996,28036,14815,17155,32813,11620,22788,21250,17596,26111,25000,61406,28929,36250,,34643,26389,,19154,15147,17981,19545,23438,61250,33828,,32386,385,304,81,385,283,102,385,75,310,385,10,375,385,88,297,385,69,316,385,42,343,385,49,336,385,13,372,14510,23744,10971,,23391,,10846,,14464,
"36005006100","Census Tract 61","Census Tract 61, Bronx County, New York","ny","140","00","ACSSF","0003518",,,,,"36","005",,,,"006100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005006100",,,"242362","0",3697,3697,39507.79,0.0935764953351135,2143,140,157,84,152,26,99,83,259,155,300,117,276,120,87,88,0,46554,46554,,46196,,,,50454,115197,34797,,55650.8166122258,52860,71420.4848484848,41696,44971.6995447648,40494,32179,50642,13705,42455,54292,34231,50009,35278,46719,43906,60797,52630,45299,35903,51198,44688,44426,,52324,,42279,42401,62522,52630,46554,51607,45126,2143,1276,867,2143,1276,867,2143,27,2116,2143,185,1958,2143,1055,1088,2143,67,2076,2143,75,2068,2143,757,1386,2143,295,1848,33335,29202,35396,,,,20042,56357,21853,39286
"36005006200","Census Tract 62","Census Tract 62, Bronx County, New York","ny","140","00","ACSSF","0003519",,,,,"36","005",,,,"006200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005006200",,,"192942","0",7184,7184,96435.58,0.0744953258470696,2362,547,192,186,158,301,162,131,143,89,112,137,116,42,0,26,20,26184,26184,25324,25942,,,,27580,,27065,,34644.6232006774,28444,38416.5689930741,10320,17942.0618556701,14545,15716,25900,10964,13325,28173,8828,23819,16879,25336,26210,,137574,24066,18625,26250,24302,,86058,23342,12194,19883,26529,24439,,26184,,25954,2362,1607,755,2362,1582,780,2362,147,2215,2362,39,2323,2362,487,1875,2362,442,1920,2362,270,2092,2362,156,2206,2362,107,2255,12026,22257,9055,,19554,,11040,11292,13475,15571
"36005006300","Census Tract 63","Census Tract 63, Bronx County, New York","ny","140","00","ACSSF","0003520",,,,,"36","005",,,,"006300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005006300",,,"1046237","9963",4497,4497,11132.45,0.403954381255821,1891,228,195,135,127,131,108,124,63,202,52,125,186,85,22,32,76,35827,35827,52802,35772,,,,33415,55417,34512,76250,58409.0428344791,38594,72796.511627907,28194,35446.0543337646,24210,27351,37222,14258,20940,40173,12765,30440,21393,20915,34598,45912,50417,33438,31597,22051,33958,46467,77159,26058,17014,15652,35259,45662,22981,35827,,34619,1891,1465,426,1891,1454,437,1891,160,1731,1891,66,1825,1891,381,1510,1891,208,1683,1891,63,1828,1891,79,1812,1891,165,1726,25777,26197,38010,,34181,,17082,22345,17370,38832
"36005006400","Census Tract 64","Census Tract 64, Bronx County, New York","ny","140","00","ACSSF","0003521",,,,,"36","005",,,,"006400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005006400",,,"168249","0",3612,3612,55602.33,0.0649613048400224,1337,342,65,83,51,56,78,157,27,0,156,75,129,35,26,34,23,34604,34604,,27500,,,,39505,35156,37594,,44478.2348541511,39356,52103.5164835165,,21842.8571428571,20417,16176,35099,11111,23404,49663,10640,34567,15353,36866,,26705,70481,23043,12336,,25884,16861,,39782,,36250,49028,38333,70962,34604,83607,27500,1337,833,504,1337,756,581,1337,105,1232,1337,179,1158,1337,367,970,1337,184,1153,1337,84,1253,1337,125,1212,1337,144,1193,17536,13739,22492,,22826,,14477,9150,14435,13331
"36005006500","Census Tract 65","Census Tract 65, Bronx County, New York","ny","140","00","ACSSF","0003522",,,,,"36","005",,,,"006500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005006500",,,"261808","0",5312,5312,52550.02,0.101084638229984,1948,484,199,169,170,182,86,142,152,39,82,25,93,93,15,17,0,23737,23737,23165,15259,,66667,,25750,,25776,18567,32185.318275154,25203,36995.5332725615,15972,21961.6921269095,16310,21014,31742,11363,14122,31221,9890,24475,22212,29236,14858,,36912,28939,23289,31813,14038,40875,,19395,18800,23878,18942,,,23737,89464,23145,1948,1301,647,1948,1269,679,1948,50,1898,1948,30,1918,1948,415,1533,1948,328,1620,1948,241,1707,1948,104,1844,1948,149,1799,12754,11352,12452,,20784,,14267,3958,13302,4471
"36005006700","Census Tract 67","Census Tract 67, Bronx County, New York","ny","140","00","ACSSF","0003523",,,,,"36","005",,,,"006700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005006700",,,"212430","0",7256,7256,88466.57,0.0820196850332897,2336,547,229,325,211,192,45,85,77,91,108,26,159,39,93,0,109,22662,22662,,16472,,,,24028,,24027,,75906.8065068493,23868,52948.3595800525,17425,116644.334975369,15129,16833,27364,10168,12263,25631,9482,24919,19040,,20945,46302,,26589,19457,,,45208,,22677,16927,,21098,83375,,22662,,22565,2336,1519,817,2336,1398,938,2336,135,2201,2336,40,2296,2336,699,1637,2336,453,1883,2336,367,1969,2336,130,2206,2336,132,2204,25733,13479,19963,,,,30845,14204,33229,
"36005006800","Census Tract 68","Census Tract 68, Bronx County, New York","ny","140","00","ACSSF","0003524",,,,,"36","005",,,,"006800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005006800",,,"154374","0",3294,3294,55264.62,0.0596041371620255,1016,131,90,17,10,51,24,91,31,22,124,102,72,95,118,38,0,52228,52228,,53636,,115781,,49545,133190,51094,,62005.7086614173,48182,62676.0869565217,50862,51410.1226993865,25642,36587,41083,13276,14836,35985,9539,31377,22054,32917,27208,42167,71250,38431,26083,41065,35139,60875,,21288,20172,18229,21284,32813,65227,52228,78676,37222,1016,788,228,1016,771,245,1016,69,947,1016,167,849,1016,157,859,1016,146,870,1016,48,968,1016,133,883,1016,61,955,20507,15207,25770,,21749,,18341,19263,19015,2885
"36005006900","Census Tract 69","Census Tract 69, Bronx County, New York","ny","140","00","ACSSF","0003525",,,,,"36","005",,,,"006900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005006900",,,"187977","0",8090,8090,111465.8,0.0725783285482404,2739,528,313,232,41,252,175,113,56,176,165,172,276,40,19,153,28,30089,30089,29904,26222,,,,34569,,31594,,45302.6652062797,38628,54281.4404432133,12047,23406.852248394,19218,25238,41530,10008,15608,50146,11213,29283,15428,23979,35893,41782,67232,39643,20000,45434,48178,40694,,26505,7336,20208,28000,49088,66652,30089,115774,29065,2739,1969,770,2739,1858,881,2739,196,2543,2739,53,2686,2739,460,2279,2739,484,2255,2739,193,2546,2739,286,2453,2739,179,2560,17276,23087,13025,,24781,,14915,73523,16693,20283
"36005007000","Census Tract 70","Census Tract 70, Bronx County, New York","ny","140","00","ACSSF","0003526",,,,,"36","005",,,,"007000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005007000",,,"204891","0",4584,4584,57945.47,0.0791088607360343,1296,78,85,65,118,118,125,64,29,22,120,123,94,104,80,28,43,39662,39662,50048,,,,,38818,54514,38514,,59176.3117283951,41078,62860.7104413348,22083,34983.651226158,20976,21262,27568,12270,20283,40432,12222,25063,18406,27682,39879,27386,,25804,18750,22329,39113,33167,,23667,18354,29712,41080,26477,90324,39662,91250,33750,1296,962,334,1296,951,345,1296,109,1187,1296,81,1215,1296,339,957,1296,155,1141,1296,113,1183,1296,141,1155,1296,91,1205,18324,15695,17436,,23070,,19122,16582,17684,20950
"36005007100","Census Tract 71","Census Tract 71, Bronx County, New York","ny","140","00","ACSSF","0003527",,,,,"36","005",,,,"007100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005007100",,,"264262","0",2722,2722,26677.87,0.102032132967411,996,151,63,41,6,81,63,60,57,20,54,115,133,52,9,67,24,41875,41875,54107,41094,,,,40972,,42049,45625,58516.7670682731,51118,66042.4390243902,29688,40464.5669291339,27473,27404,41789,11801,27566,46000,9966,37217,27188,32292,31563,50625,74375,38077,40147,35536,29868,111719,72750,36967,24853,31875,31875,45625,95054,41875,83125,29321,996,798,198,996,785,211,996,59,937,996,42,954,996,205,791,996,97,899,996,77,919,996,99,897,996,22,974,22817,25579,24116,,16591,,21545,17326,20998,19500
"36005007200","Census Tract 72","Census Tract 72, Bronx County, New York","ny","140","00","ACSSF","0003528",,,,,"36","005",,,,"007200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005007200",,,"213050","0",5891,5891,71615.2,0.082259068381784,1633,164,144,202,81,126,31,80,83,157,121,109,105,60,63,49,58,39154,39154,30893,,,33750,,45997,31250,37500,,55536.3135333742,43566,57657.8642384106,18679,32672.2352941176,19777,22770,33947,11829,18761,44964,11073,27554,16453,34375,29491,41583,39545,27713,18173,47368,37888,34118,26895,27392,15337,26473,27208,50521,,39154,74583,28354,1633,1281,352,1633,1191,442,1633,189,1444,1633,104,1529,1633,390,1243,1633,159,1474,1633,144,1489,1633,167,1466,1633,33,1600,16829,18724,26116,,13275,,18762,9699,17875,18910
"36005007300","Census Tract 73","Census Tract 73, Bronx County, New York","ny","140","00","ACSSF","0003529",,,,,"36","005",,,,"007300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005007300",,,"140161","0",4314,4314,79716.95,0.0541164669488816,1428,312,264,118,142,129,62,45,24,103,27,97,70,16,8,11,0,20595,20595,27841,20000,,,,21127,6912,22575,,29144.18767507,27096,35347.7980665951,10016,11635.4124748491,16350,16523,25121,12029,15606,25848,11033,21364,18254,25461,22216,30850,,21580,17793,26639,,,,21195,19286,21250,22115,,,20595,,20238,1428,942,486,1428,902,526,1428,84,1344,1428,20,1408,1428,307,1121,1428,182,1246,1428,138,1290,1428,45,1383,1428,162,1266,10225,15254,11481,,,,8642,2617,9747,38852
"36005007400","Census Tract 74","Census Tract 74, Bronx County, New York","ny","140","00","ACSSF","0003530",,,,,"36","005",,,,"007400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005007400",,,"187162","0",3314,3314,45859.84,0.0722636552756229,1326,144,174,68,92,69,61,84,62,0,82,121,131,97,28,72,41,38490,38490,40125,34808,,,,64000,,39861,,55697.0588235294,58424,67594.0836940837,32125,36825.4344391785,24972,34063,42409,14786,20740,39167,13674,38883,36771,36750,42614,44226,44000,41433,39509,40538,49375,,,36507,,35688,32500,43929,37460,38490,75489,32788,1326,891,435,1326,881,445,1326,44,1282,1326,121,1205,1326,453,873,1326,109,1217,1326,58,1268,1326,327,999,1326,118,1208,23465,24062,25673,,,,18926,20924,22292,22914
"36005007500","Census Tract 75","Census Tract 75, Bronx County, New York","ny","140","00","ACSSF","0003531",,,,,"36","005",,,,"007500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005007500",,,"227618","0",6112,6112,69546.38,0.0878838048670496,2296,371,339,205,78,137,108,131,119,69,279,189,143,82,15,18,13,30577,30577,,21087,,,,32135,,33333,,38841.5940766551,42396,46221.1474316211,12642,21002.1329987453,19699,21698,38000,11882,18657,35037,10859,31598,25352,27467,36153,40938,30714,36488,30083,38536,54423,35096,,29393,24375,21875,35365,42500,75521,30577,55430,28372,2296,1515,781,2296,1465,831,2296,87,2209,2296,33,2263,2296,611,1685,2296,413,1883,2296,224,2072,2296,183,2113,2296,152,2144,15397,16648,14047,33706,30483,,14664,21096,16417,
"36005007600","Census Tract 76","Census Tract 76, Bronx County, New York","ny","140","00","ACSSF","0003532",,,,,"36","005",,,,"007600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005007600",,,"217217","0",5458,5458,65078.49,0.0838679561449706,1670,261,131,123,99,131,81,61,72,119,129,179,147,76,42,10,9,35369,35369,28750,40469,,29625,,36083,,35610,20441,43794.8502994012,42885,49431.7359855335,21417,26436.170212766,17379,20352,30057,10947,15590,31604,9541,25381,16780,25691,26569,46250,90250,25426,17168,27039,36625,61071,,25313,13875,16397,19858,42031,,35369,47207,30236,1670,1228,442,1670,1168,502,1670,132,1538,1670,156,1514,1670,457,1213,1670,294,1376,1670,178,1492,1670,157,1513,1670,165,1505,14390,16266,18890,,10405,,11772,18521,12687,10024
"36005007700","Census Tract 77","Census Tract 77, Bronx County, New York","ny","140","00","ACSSF","0003533",,,,,"36","005",,,,"007700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005007700",,,"112827","0",2022,2022,46415.8,0.0435627500976839,605,83,53,39,66,17,26,19,16,89,28,83,37,15,16,6,12,39934,39934,52917,23182,,,,46591,,42266,,47464.7933884298,47404,51745.652173913,10694,24907.5862068966,16737,20903,26974,11065,13475,30833,10743,22368,21318,18750,24333,65806,,27230,37614,21927,,67232,,20398,15938,13781,24333,49479,,39934,56477,27500,605,434,171,605,428,177,605,24,581,605,38,567,605,148,457,605,81,524,605,46,559,605,58,547,605,37,568,15198,22980,12526,3987,24671,,13636,45408,13944,37138
"36005007800","Census Tract 78","Census Tract 78, Bronx County, New York","ny","140","00","ACSSF","0003534",,,,,"36","005",,,,"007800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005007800",,,"311879","0",7025,7025,58338.86,0.120417160233947,2117,258,230,150,91,109,111,53,75,34,108,183,239,235,80,89,72,44144,44144,58598,62679,,73021,,34148,,40536,,62570.3353802551,42778,66986.0186418109,33048,42688.9430894309,21207,20888,29913,12368,22368,50168,10160,30794,28119,30368,30673,42273,64625,28196,28083,27500,40563,,,37953,,37708,30565,51105,67568,44144,122746,33588,2117,1629,488,2117,1611,506,2117,117,2000,2117,132,1985,2117,640,1477,2117,361,1756,2117,160,1957,2117,378,1739,2117,222,1895,19811,23347,24313,,21057,,15193,4811,17580,37480
"36005007900","Census Tract 79","Census Tract 79, Bronx County, New York","ny","140","00","ACSSF","0003535",,,,,"36","005",,,,"007900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005007900",,,"197930","0",7054,7054,92304.23,0.0764212034959235,2377,510,438,144,76,126,279,44,201,40,189,79,143,62,0,0,46,25589,25589,13629,16346,,,,32380,,30027,,34544.5098864114,30410,33247.2377405338,11138,19466.8407310705,14002,22624,30133,11422,11428,26719,9358,23707,19272,22247,30652,30408,,27455,30101,23899,31224,,,17493,16071,15313,27283,,,25589,,25216,2377,1509,868,2377,1474,903,2377,172,2205,2377,0,2377,2377,581,1796,2377,615,1762,2377,262,2115,2377,72,2305,2377,221,2156,12613,10461,7677,,,,14598,19650,13286,
"36005008300","Census Tract 83","Census Tract 83, Bronx County, New York","ny","140","00","ACSSF","0003536",,,,,"36","005",,,,"008300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005008300",,,"213932","0",6519,6519,78922.89,0.0825996105001259,2058,363,251,176,135,105,90,152,103,60,98,182,112,67,58,23,83,29939,29939,28289,40000,,,,21693,,26484,,45664.2857142857,38125,50175.8620689655,21780,29947.7477477477,18435,19260,33043,8213,17111,40018,10073,23043,18657,17904,28257,27338,67411,21258,19792,24598,30291,,,26810,16299,11491,26033,40909,77639,29939,122946,22355,2058,1644,414,2058,1517,541,2058,182,1876,2058,173,1885,2058,310,1748,2058,151,1907,2058,281,1777,2058,144,1914,2058,212,1846,15764,24146,18522,19204,36454,,10691,7558,12472,39127
"36005008400","Census Tract 84","Census Tract 84, Bronx County, New York","ny","140","00","ACSSF","0003537",,,,,"36","005",,,,"008400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005008400",,,"156789","0",2780,2780,45922.65,0.0605365739146282,743,35,21,27,12,43,18,34,0,12,9,100,165,99,52,78,38,83605,83605,94167,83869,,42500,,,53611,83065,,92282.3687752355,84657,100005.331179321,27321,36101.6129032258,33696,41964,54583,16307,27670,39688,12794,47208,40500,31544,49306,41131,72917,53229,37917,51250,62675,42440,72212,40000,,23021,39375,36250,73229,83605,94205,33571,743,623,120,743,623,120,743,64,679,743,64,679,743,224,519,743,34,709,743,43,700,743,179,564,743,79,664,26729,29826,28698,50203,13848,,22284,11482,22749,92366
"36005008500","Census Tract 85","Census Tract 85, Bronx County, New York","ny","140","00","ACSSF","0003538",,,,,"36","005",,,,"008500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005008500",,,"181658","0",5972,5972,85145.76,0.0701385489044737,1933,302,288,116,116,137,249,74,51,54,154,84,106,122,44,20,16,30158,30158,30568,30536,,,,26650,110284,27037,,47267.4599068805,32013,53104.7696038804,17404,30186.3505747126,17869,20553,32093,12243,13551,30625,9906,26007,21868,23818,24375,43098,63458,30756,22368,40786,31366,,68750,23571,16406,17042,19148,42717,62833,30158,78466,24889,1933,1384,549,1933,1295,638,1933,163,1770,1933,68,1865,1933,401,1532,1933,257,1676,1933,199,1734,1933,128,1805,1933,159,1774,17990,16241,15426,,,,19870,16325,18561,6464
"36005008600","Census Tract 86","Census Tract 86, Bronx County, New York","ny","140","00","ACSSF","0003539",,,,,"36","005",,,,"008600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005008600",,,"187658","0",3982,3982,54958.13,0.0724551619544183,1466,390,203,66,108,74,115,64,65,19,43,124,62,11,64,43,15,23559,23559,30625,18631,,,,23641,,27604,,47225.102319236,30181,43397.3214285714,11680,48380.350877193,16176,19000,43917,9311,14343,34510,10207,28994,17174,26402,32344,39773,46953,33333,,53702,31094,,,23137,17065,20278,39375,,,23559,,22092,1466,855,611,1466,844,622,1466,43,1423,1466,79,1387,1466,567,899,1466,311,1155,1466,187,1279,1466,78,1388,1466,162,1304,18328,14005,14973,,,,36719,15269,20808,
"36005008700","Census Tract 87","Census Tract 87, Bronx County, New York","ny","140","00","ACSSF","0003540",,,,,"36","005",,,,"008700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005008700",,,"213574","0",6150,6150,74580.36,0.0824613859214792,2037,421,341,141,94,106,103,200,120,37,99,114,137,101,0,23,0,26378,26378,14688,19000,,,,34343,,31960,13625,34863.1320569465,33411,38043.4015525759,11474,20337.2580645161,15503,19975,35167,11103,13001,28527,8815,24816,19679,23975,32984,38409,,26650,24375,27225,38321,37308,,20189,14474,14342,31678,38636,,26378,58750,23594,2037,1359,678,2037,1335,702,2037,140,1897,2037,96,1941,2037,359,1678,2037,294,1743,2037,193,1844,2037,146,1891,2037,167,1870,12595,13245,12335,,,,12878,4440,13066,13734
"36005008900","Census Tract 89","Census Tract 89, Bronx County, New York","ny","140","00","ACSSF","0003541",,,,,"36","005",,,,"008900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005008900",,,"110291","0",3200,3200,75146.31,0.0425835949819073,1155,259,158,55,108,36,43,128,54,11,63,59,118,44,0,19,0,24816,24816,,34250,,,,24844,40313,25069,,37479.3939393939,37875,49886.4479315264,11495,17837.0044052863,18654,23804,31820,9235,13778,30857,9646,31020,20106,28598,39550,61442,,31345,17837,40195,38350,,,30286,22042,21976,40526,,,24816,,24890,1155,745,410,1155,672,483,1155,83,1072,1155,26,1129,1155,311,844,1155,236,919,1155,74,1081,1155,33,1122,1155,95,1060,14802,18474,9969,23275,,,15912,18653,16822,4623
"36005009000","Census Tract 90","Census Tract 90, Bronx County, New York","ny","140","00","ACSSF","0003542",,,,,"36","005",,,,"009000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005009000",,,"1024677","1162033",3620,3620,9149.963,0.395630018363019,1197,211,171,89,85,97,83,0,14,53,81,85,66,56,26,21,59,26771,26771,20852,31953,,,,26205,,20959,,58237.76106934,30671,67656.1715481172,14938,20065.5601659751,17937,30852,48393,,13905,40027,9853,41897,,34615,43596,,,47679,41100,53224,44123,55729,,30859,16216,28534,34250,127593,,26771,82500,20893,1197,706,491,1197,706,491,1197,0,1197,1197,58,1139,1197,410,787,1197,318,879,1197,126,1071,1197,178,1019,1197,130,1067,21012,15249,35405,,31415,,10146,,12353,30335
"36005009200","Census Tract 92","Census Tract 92, Bronx County, New York","ny","140","00","ACSSF","0003543",,,,,"36","005",,,,"009200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005009200",,,"310475","0",6091,6091,50811.23,0.11987507278026,1833,188,68,164,116,101,49,117,72,83,154,159,217,181,29,80,55,46421,46421,57083,54444,,38200,,37370,101111,46448,,62080.8510638298,50221,66906.3113604488,22375,34955.0368550369,21451,25795,45833,11594,19520,31798,9800,28958,20513,25053,40964,34844,42593,37280,,31429,46797,46116,,23216,20610,21121,31532,21563,42955,46421,93452,37170,1833,1611,222,1833,1550,283,1833,158,1675,1833,213,1620,1833,330,1503,1833,124,1709,1833,144,1689,1833,226,1607,1833,149,1684,19838,22053,21624,,15186,,18442,25917,19302,28925
"36005009300","Census Tract 93","Census Tract 93, Bronx County, New York","ny","140","00","ACSSF","0003544",,,,,"36","005",,,,"009300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US36005009300",,,"2307627","1595761",6104,6104,6850.885,0.890979803767431,1693,351,129,187,77,38,80,107,197,39,55,151,104,65,68,45,0,33708,33708,29853,44813,,,,22216,,28388,,42549.3797991731,32100,42145.3043478261,28309,32004.9723756906,17270,21250,38784,11531,15813,30455,9581,30703,21371,27019,31438,53654,51125,34217,32969,32647,31471,60817,,21519,20081,,31394,36354,,33708,110625,31475,1693,1122,571,1693,1112,581,1693,44,1649,1693,26,1667,1693,295,1398,1693,258,1435,1693,121,1572,1693,110,1583,1693,115,1578,13511,19236,15268,,,,11045,15265,12576,14195
